name,frequency
pancadas,4
papagaio,4
paquete,4
parecelhe,4
paredes,4
parente,4
passeios,4
patas,4
paz,4
paço,4
peccados,4
pedindo,4
pedirlhe,4
penna,4
percebeu,4
pessoaes,4
peçolhe,4
philosophias,4
pinheiros,4
pio,4
placido,4
planos,4
plás,4
podendo,4
poeira,4
poeta,4
poltrona,4
ponderou,4
ponha,4
pontas,4
porventura,4
porção,4
posição,4
possa,4
presidencia,4
primor,4
princeza,4
principe,4
prompta,4
protestou,4
prova,4
punha,4
puro,4
pôz,4
quadros,4
quaesquer,4
qualidade,4
qualidades,4
questão,4
raios,4
raiva,4
rapazes,4
raymundo,4
recebera,4
recolheu,4
recompensa,4
reconheceu,4
recordações,4
recordou,4
redea,4
reflexão,4
remorso,4
reparou,4
repetindo,4
resolução,4
ri,4
rica,4
riram,4
romper,4
rotula,4
sacudiu,4
sae,4
sagrado,4
sahia,4
sahisse,4
salvo,4
satisfação,4
secco,4
secreto,4
secretária,4
seculo,4
seguro,4
seios,4
sentese,4
serenidade,4
seriamente,4
serviço,4
sinceramente,4
sinhá,4
sobrancelhas,4
socega,4
socegado,4
solido,4
soltou,4
solução,4
somente,4
sosinha,4
sosinho,4
subiu,4
successos,4
suppor,4
supportar,4
surriada,4
suspeitas,4
sómente,4
tamanha,4
tapete,4
tecto,4
tedios,4
tentou,4
testa,4
theatros,4
throno,4
tido,4
tio,4
tirando,4
tirava,4
tomar,4
trabalhos,4
trabalhou,4
trago,4
tranquillamente,4
tratasse,4
trato,4
trecho,4
tremula,4
troco,4
trouxesse,4
troça,4
tôa,4
ultimamente,4
unhas,4
unicamente,4
urna,4
vago,4
valsar,4
vantagem,4
varão,4
vejam,4
vender,4
ventos,4
vertigem,4
vimos,4
viram,4
virgem,4
vistas,4
viulhe,4
viuo,4
vive,4
vulgar,4
vás,4
vês,4
abandono,3
abatido,3
abra,3
absurdo,3
acabada,3
acabando,3
acabaram,3
accendeu,3
acceso,3
acclamações,3
accordaram,3
accordava,3
accrescia,3
acertado,3
achalo,3
acharam,3
acharia,3
achasse,3
achoulhe,3
achouo,3
achára,3
acompanhado,3
acompanhar,3
acompanharam,3
acostumado,3
adivinhar,3
admira,3
adoeceu,3
adro,3
adulterio,3
adversarios,3
affastouse,3
affirmava,3
affirmação,3
afrouxou,3
agente,3
agonia,3
agostinho,3
agradavel,3
agradecer,3
agradeceu,3
agradecida,3
agradecido,3
aguaceiro,3
aguas,3
alcova,3
alfandega,3
allusão,3
alteração,3
alvoroço,3
ambição,3
ame,3
ameaçada,3
analyse,3
andam,3
andou,3
anecdotas,3
angulo,3
animaes,3
animação,3
antigas,3
aonde,3
apanhar,3
apanhou,3
apertarlhe,3
apertos,3
apertou,3
apontando,3
aposento,3
appareceulhe,3
apparentemente,3
apresentado,3
aproveitou,3
ardor,3
ares,3
arrancando,3
arranjando,3
arrependeuse,3
arrependida,3
assignasse,3
assignatura,3
assistido,3
atirou,3
atravessava,3
attento,3
attenções,3
ausente,3
autoridade,3
autos,3
bacia,3
baixando,3
barato,3
batalha,3
bate,3
beijando,3
beiço,3
bello,3
beneficios,3
besta,3
bico,3
bolha,3
bolhas,3
borboletas,3
borborinho,3
bosphoro,3
botões,3
braz,3
brilhante,3
brincando,3
cabia,3
cadaver,3
cadeiras,3
cadeirinha,3
cahida,3
caiu,3
caixão,3
calcular,3
calculos,3
calculou,3
caldo,3
calçada,3
camaras,3
cambraia,3
caminhava,3
campanhas,3
cançadas,3
capellão,3
capitulos,3
cargo,3
caridade,3
carinhos,3
carnes,3
carruagens,3
casala,3
casese,3
casual,3
casualmente,3
catrapuz,3
cauda,3
cedia,3
cercado,3
certos,3
cessou,3
cesta,3
chamalo,3
chamoulhe,3
chapéos,3
chefes,3
chega,3
chegam,3
chegara,3
cheguei,3
cheios,3
cheiram,3
cheiro,3
chicara,3
chorar,3
christovão,3
cincoenta,3
circumstancia,3
ciumes,3
cobrador,3
cocheiros,3
colchoeiro,3
collar,3
comensaes,3
começar,3
comida,3
comidas,3
commovida,3
commovido,3
compadre,3
compiègne,3
completo,3
complicidade,3
compoz,3
compra,3
comprehendia,3
comquanto,3
concertou,3
concessão,3
conciliar,3
conciliação,3
condescendencia,3
conego,3
conhecesse,3
conheceu,3
conhecio,3
conjugal,3
consentiu,3
considerou,3
consolação,3
conteúdo,3
continuavam,3
conto,3
contoulhe,3
contoume,3
contrarios,3
contraste,3
contudo,3
conveniencia,3
convento,3
convidados,3
convidou,3
cordão,3
coronel,3
correio,3
correr,3
corsel,3
cortar,3
coçou,3
creanças,3
criança,3
crêr,3
cubas,3
cumpria,3
cura,3
curiosas,3
curvas,3
custo,3
dalo,3
dandolhe,3
dansar,3
daquellas,3
davalhe,3
davamlhe,3
david,3
decreto,3
dedicação,3
deitar,3
deixalo,3
deixalos,3
delicada,3
delicia,3
demencia,3
demissão,3
deputados,3
deram,3
derradeira,3
desagradavel,3
desamparo,3
descoberta,3
descobrir,3
descobriu,3
desconfiou,3
desculpe,3
despediram,3
destes,3
desvario,3
detevese,3
dezoito,3
differente,3
difficuldade,3
direcção,3
direitas,3
discreto,3
disfarçadamente,3
disposição,3
disposta,3
disposto,3
dispozse,3
disseme,3
distancia,3
distincção,3
divergencia,3
diversa,3
dizes,3
diziam,3
dobrou,3
doce,3
dois,3
dons,3
doudo,3
doutrinario,3
dáse,3
dê,3
effectivamente,3
eguaes,3
eila,3
embaixador,3
embaixo,3
empregado,3
enchiam,3
encostada,3
enfiou,3
enforcado,3
enterro,3
entrado,3
entrava,3
entravam,3
entregou,3
epidemia,3
ergueu,3
erro,3
escravo,3
escripta,3
escrupulo,3
escutou,3
espantados,3
espiava,3
esplendida,3
esposo,3
esquece,3
esquecelo,3
esquecera,3
esquecia,3
esquerdo,3
esqueça,3
estados,3
estalinhos,3
estantes,3
estação,3
estendendo,3
estomago,3
estreito,3
estupido,3
estás,3
eterna,3
evitar,3
exactamente,3
excessiva,3
exforço,3
existe,3
explica,3
explicaria,3
explicavel,3
exterior,3
